what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1606754725958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754887175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754891541
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1606754901029
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1606754904998
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754912700
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754912763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754917035
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606754919068
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1606754922372
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1606754922701
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1606754928484
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1606754928530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754961889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754982554
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606754998422
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755041369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755041494
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755043479
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606755043510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755060759
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755096816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755102270
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755124242
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1606755153196
error,log,,,"Exception in Decorator. The 'Nios II Build Decorator' decorator will be disabled.",1606755153196
error,log,,,"org.eclipse.core.internal.resources.File cannot be cast to org.eclipse.core.resources.IContainer",1606755153196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606755292516
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756319674
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756327728
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756346962
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756347041
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756350291
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606756350307
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756356261
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756378297
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756378375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756380313
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606756380329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756388267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756474750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756478517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756492005
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606756492067
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756495381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756502899
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606756502961
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756505246
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756918383
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756922947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606756956815
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1606756959722
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606756959816
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1606756959878
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606756960191
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606756960253
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1606756964973
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606756967490
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1606757250530
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606757264378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606757286482
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1606757286623
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1606757286779
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606757286889
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1606757287029
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1606757287123
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1606757287154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606757295657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606757298252
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1606757299142
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606757299389
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1606757299949
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1606757299999
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1606757300029
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1606757300029
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1606757300029
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1606757300191
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1606757300211
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1606757300231
stopped,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1606757300231
stopped,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1606757300231
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1606757300261
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1606757300261
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1606757300271
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1606757300281
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1606757300281
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1606757300356
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1606812127582
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1606812127598
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1606812127613
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1606812127645
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1606812127660
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1606812127691
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1606812127723
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1606812127754
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1606812127832
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1606812127863
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1606812127879
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1606812127895
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1606812127910
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1606812127941
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1606812127973
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1606812127973
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1606812127988
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1606812128004
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1606812128004
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1606812128004
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1606812128004
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1606812128035
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1606812128035
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1606812128066
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1606812128066
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1606812128066
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1606812128082
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1606812128098
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1606812128098
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1606812128113
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1606812128129
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1606812128129
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1606812128145
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1606812128145
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1606812128145
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1606812128145
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1606812128160
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1606812128160
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1606812128176
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1606812128207
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1606812128207
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1606812128223
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1606812128238
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1606812128254
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1606812128270
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1606812128270
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1606812128270
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1606812128270
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1606812128285
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1606812128285
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1606812128301
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1606812128316
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1606812128348
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1606812128379
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1606812128379
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1606812128488
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1606812128488
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1606812128520
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1606812128520
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1606812128535
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1606812128551
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1606812128566
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1606812128598
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1606812128629
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1606812128645
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1606812128660
os,sysinfo,,,"win32",1606812128691
arch,sysinfo,,,"x86",1606812128691
ws,sysinfo,,,"win32",1606812128691
locale,sysinfo,,,"fr_FR",1606812128691
processors,sysinfo,,,"4",1606812128691
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1606812128691
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1606812128691
java.specification.name,sysinfo,,,"Java Platform API Specification",1606812128691
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606812128691
java.specification.version,sysinfo,,,"1.6",1606812128691
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1606812128691
java.version,sysinfo,,,"1.6.0_23",1606812128691
java.vm.info,sysinfo,,,"mixed mode",1606812128691
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1606812128691
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1606812128691
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606812128691
java.vm.specification.version,sysinfo,,,"1.0",1606812128691
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1606812128691
java.vm.version,sysinfo,,,"19.0-b09",1606812128691
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1606812128832
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1606812128863
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1606812129004
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1606812129066
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1606812129100
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1606812129444
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1606812129537
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606812135586
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1606812135867
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1606812135929
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1606812136461
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1606812138461
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812138758
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812141868
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1606812141884
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1606812141884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812146274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812184935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812392930
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812444147
started,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1606812450561
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1606812450826
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1606812451268
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1606812451358
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1606812451648
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812453481
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1606812497237
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812576711
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1606812590135
error,log,,,"Error",1606812591364
error,log,,,"An internal error occurred during: ""C/C++ Indexer"".",1606812591374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812591444
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1606812593506
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812600189
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812600315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812637444
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606812647042
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1606812962253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813258775
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813260165
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813302936
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813305796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813868850
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813878742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813896452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813898314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813900893
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606813902081
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1606813902578
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1606813902608
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1606813902618
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1606813902618
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1606813902618
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1606813902668
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1606813902668
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1606813965055
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1606813965055
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1606813965065
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1606813965065
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1606813965065
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1606813965095
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1606813965095
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1606813965095
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1606813965095
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1606813965095
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1606813965095
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1606813965095
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1606813965095
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1606813965095
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1606813965105
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1606813965105
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1606813965105
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1606813965105
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1606813965105
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1606813965125
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1606813965125
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1606813965125
